,alert,cdi,code,detail,dmin,felt,gap,geometry,id,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
366,,0.0,72936541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936541&format=geojson,0.05931,0,99.0,POINT Z (-121.1074982 36.5219994 4.83),nc72936541,",nc72936541,",1.22,md,0.0,nc,8,"3km ESE of Pinnacles, CA",0.01,23,",nc,",automatic,1512681015950,"M 1.2 - 3km ESE of Pinnacles, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512695344275,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936541
367,,0.0,72936536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936536&format=geojson,0.02208,0,166.0,POINT Z (-122.8525009 38.8246651 1.02),nc72936536,",nc72936536,",0.44,md,0.0,nc,9,"10km WNW of The Geysers, CA",0.07,3,",nc,",automatic,1512680559980,"M 0.4 - 10km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512682563776,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936536
368,,0.0,17521141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17521141&format=geojson,0.0,0,0.0,POINT Z (-150.3762 63.1818 116.5),ak17521141,",ak17521141,",1.6,ml,0.0,ak,0,"75km WSW of Cantwell, Alaska",0.28,39,",ak,",automatic,1512680502189,"M 1.6 - 75km WSW of Cantwell, Alaska",0,earthquake,",geoserve,origin,",-540,1512680667071,https://earthquake.usgs.gov/earthquakes/eventpage/ak17521141
369,,0.0,72936526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936526&format=geojson,0.0157,0,84.0,POINT Z (-122.8550034 38.8248329 1.66),nc72936526,",nc72936526,",0.9,md,0.0,nc,13,"10km WNW of The Geysers, CA",0.03,12,",nc,",automatic,1512680243360,"M 0.9 - 10km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512681242723,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936526
370,,0.0,37825047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37825047&format=geojson,0.08391,0,49.0,POINT Z (-116.7946667 33.4963333 5.85),ci37825047,",ci37825047,",1.25,ml,0.0,ci,35,"9km NE of Aguanga, CA",0.13,24,",ci,",reviewed,1512679717340,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512682081150,https://earthquake.usgs.gov/earthquakes/eventpage/ci37825047
371,,0.0,72936481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936481&format=geojson,0.01696,0,105.0,POINT Z (-118.8088303 37.5953331 4.27),nc72936481,",nc72936481,",1.1,md,0.0,nc,11,"12km WNW of Toms Place, CA",0.03,19,",nc,",automatic,1512678413370,"M 1.1 - 12km WNW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512693783224,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936481
372,,0.0,72936471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936471&format=geojson,0.03546,0,101.0,POINT Z (-120.8850021 35.9894981 8.720000000000001),nc72936471,",nc72936471,",1.42,md,0.0,nc,9,"4km SSE of San Ardo, CA",0.04,31,",nc,",automatic,1512678398210,"M 1.4 - 4km SSE of San Ardo, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512692164158,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936471
373,,0.0,72936476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936476&format=geojson,0.008432,0,131.0,POINT Z (-119.0175 37.6206667 -0.09),nc72936476,",nc72936476,",0.58,md,0.0,nc,8,"4km WSW of Mammoth Lakes, CA",0.06,5,",nc,",reviewed,1512678268430,"M 0.6 - 4km WSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512701824491,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936476
374,,0.0,00614580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614580&format=geojson,0.135,0,67.38,POINT Z (-118.9111 38.3844 7.2),nn00614580,",nn00614580,",1.6,ml,0.0,nn,22,"29km WSW of Hawthorne, Nevada",0.1869,39,",nn,",reviewed,1512678038102,"M 1.6 - 29km WSW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512680643637,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614580
375,,0.0,00614579,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614579&format=geojson,0.143,0,256.58,POINT Z (-115.8007 36.7227 2.4),nn00614579,",nn00614579,",0.4,ml,0.0,nn,15,"59km NNE of Pahrump, Nevada",0.2127,2,",nn,",reviewed,1512677954561,"M 0.4 - 59km NNE of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512680058570,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614579
376,,0.0,17519860,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17519860&format=geojson,0.0,0,0.0,POINT Z (-150.9091 61.0515 22),ak17519860,",ak17519860,",1.7,ml,0.0,ak,0,"45km NNE of Nikiski, Alaska",0.1,44,",ak,",automatic,1512677914221,"M 1.7 - 45km NNE of Nikiski, Alaska",0,earthquake,",geoserve,origin,",-540,1512678219177,https://earthquake.usgs.gov/earthquakes/eventpage/ak17519860
377,,0.0,17519857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17519857&format=geojson,0.0,0,0.0,POINT Z (-166.8531 53.1325 25.8),ak17519857,",ak17519857,",2.1,ml,0.0,ak,0,"85km SSW of Unalaska, Alaska",0.17,68,",ak,",reviewed,1512677422163,"M 2.1 - 85km SSW of Unalaska, Alaska",0,earthquake,",geoserve,origin,phase-data,",-660,1512688777147,https://earthquake.usgs.gov/earthquakes/eventpage/ak17519857
378,,0.0,72936461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936461&format=geojson,0.06641,0,156.0,POINT Z (-118.7641667 37.391 10.58),nc72936461,",nc72936461,",1.17,md,0.0,nc,29,"15km W of Round Valley, CA",0.05,21,",nc,",reviewed,1512676808130,"M 1.2 - 15km W of Round Valley, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512696843320,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936461
379,,0.0,37825031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37825031&format=geojson,0.08128,0,95.0,POINT Z (-116.7876667 33.4956667 5.99),ci37825031,",ci37825031,",0.68,ml,0.0,ci,18,"9km NE of Aguanga, CA",0.09,7,",ci,",reviewed,1512676611660,"M 0.7 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512677098548,https://earthquake.usgs.gov/earthquakes/eventpage/ci37825031
380,,0.0,72936456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936456&format=geojson,0.05371,0,190.0,POINT Z (-121.2580032 36.6393318 4.42),nc72936456,",nc72936456,",1.39,md,0.0,nc,9,"16km NW of Pinnacles, CA",0.07,30,",nc,",automatic,1512676537210,"M 1.4 - 16km NW of Pinnacles, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512687302974,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936456
381,,0.0,72936451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936451&format=geojson,0.01925,0,132.0,POINT Z (-118.4528333 37.4265 5.29),nc72936451,",nc72936451,",0.63,md,0.0,nc,4,"6km NW of Dixon Lane-Meadow Creek, CA",0.02,6,",nc,",reviewed,1512675966180,"M 0.6 - 6km NW of Dixon Lane-Meadow Creek, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512681903739,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936451
382,,0.0,37825023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37825023&format=geojson,0.06966,0,140.0,POINT Z (-116.7973333 33.7043333 15.2),ci37825023,",ci37825023,",1.11,ml,0.0,ci,21,"8km WSW of Idyllwild, CA",0.1,19,",ci,",reviewed,1512675829290,"M 1.1 - 8km WSW of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512676934976,https://earthquake.usgs.gov/earthquakes/eventpage/ci37825023
383,,0.0,61334017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61334017&format=geojson,0.01024,0,231.0,POINT Z (-121.239 43.7415 1.88),uw61334017,",uw61334017,",0.67,ml,0.0,uw,8,"20km ESE of Three Rivers, Oregon",0.15,7,",uw,",reviewed,1512675605310,"M 0.7 - 20km ESE of Three Rivers, Oregon",0,earthquake,",geoserve,origin,phase-data,",-480,1512677676610,https://earthquake.usgs.gov/earthquakes/eventpage/uw61334017
384,,0.0,2000c1r2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c1r2&format=geojson,1.456,0,31.0,POINT Z (-66.6131 -23.1584 212.49),us2000c1r2,",us2000c1r2,",4.7,mb,0.0,us,0,"94km W of El Aguilar, Argentina",0.87,340,",us,",reviewed,1512675087630,"M 4.7 - 94km W of El Aguilar, Argentina",0,earthquake,",geoserve,origin,phase-data,",-180,1512676938040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c1r2
385,,0.0,00614623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614623&format=geojson,0.123,0,191.29,POINT Z (-118.9126 38.4149 8.199999999999999),nn00614623,",nn00614623,",0.8,ml,0.0,nn,5,"27km WSW of Hawthorne, Nevada",0.1562,10,",nn,",reviewed,1512674538167,"M 0.8 - 27km WSW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512694300479,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614623
386,,0.0,00614575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614575&format=geojson,0.112,0,259.69,POINT Z (-118.3068 38.2924 4.6),nn00614575,",nn00614575,",-0.3,ml,0.0,nn,3,"37km SE of Hawthorne, Nevada",0.0022,0,",nn,",reviewed,1512674316460,"M -0.3 - 37km SE of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512676900823,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614575
387,,3.4,37825015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37825015&format=geojson,0.1224,5,21.0,POINT Z (-116.4795 33.153 11.17),ci37825015,",ci37825015,",2.24,ml,0.0,ci,79,"14km NE of Julian, CA",0.2,79,",ci,",reviewed,1512673567350,"M 2.2 - 14km NE of Julian, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512686255127,https://earthquake.usgs.gov/earthquakes/eventpage/ci37825015
388,,2.2,37825007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37825007&format=geojson,0.02223,1,58.0,POINT Z (-116.79 33.4918333 4.96),ci37825007,",ci37825007,",0.45,ml,0.0,ci,24,"9km NE of Aguanga, CA",0.15,3,",ci,",reviewed,1512672956110,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake,",dyfi,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512686492144,https://earthquake.usgs.gov/earthquakes/eventpage/ci37825007
389,,0.0,61333997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61333997&format=geojson,0.0467,0,137.0,POINT Z (-121.818 47.1596667 -1.34),uw61333997,",uw61333997,",1.4,ml,0.0,uw,9,"14km ESE of Enumclaw, Washington",0.09,30,",uw,",reviewed,1512672896150,"M 1.4 Explosion - 14km ESE of Enumclaw, Washington",0,explosion,",geoserve,origin,phase-data,",-480,1512678516800,https://earthquake.usgs.gov/earthquakes/eventpage/uw61333997
390,,0.0,00614569,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614569&format=geojson,0.12,0,99.34,POINT Z (-118.8975 38.3962 8.4),nn00614569,",nn00614569,",1.4,ml,0.0,nn,16,"27km WSW of Hawthorne, Nevada",0.1127,30,",nn,",reviewed,1512672514840,"M 1.4 - 27km WSW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512676530775,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614569
391,,0.0,17518564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17518564&format=geojson,0.0,0,0.0,POINT Z (-147.214 65.0124 29.8),ak17518564,",ak17518564,",0.9,ml,0.0,ak,0,"28km NNE of Badger, Alaska",0.17,12,",ak,",automatic,1512671469035,"M 0.9 - 28km NNE of Badger, Alaska",0,earthquake,",geoserve,origin,",-540,1512672409078,https://earthquake.usgs.gov/earthquakes/eventpage/ak17518564
392,,0.0,37824999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824999&format=geojson,0.084,0,31.0,POINT Z (-116.79 33.4936667 5.28),ci37824999,",ci37824999,",1.11,ml,0.0,ci,34,"9km NE of Aguanga, CA",0.1,19,",ci,",reviewed,1512671367670,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512676752449,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824999
393,,2.0,61333987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61333987&format=geojson,0.0273,1,60.0,POINT Z (-122.2058333 47.1836667 15.63),uw61333987,",uw61333987,",1.91,ml,0.0,uw,27,"1km WNW of Bonney Lake, Washington",0.11,56,",uw,",reviewed,1512670099530,"M 1.9 - 1km WNW of Bonney Lake, Washington",0,earthquake,",dyfi,geoserve,origin,phase-data,",-480,1512672409315,https://earthquake.usgs.gov/earthquakes/eventpage/uw61333987
394,,0.0,72936431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936431&format=geojson,0.005752,0,90.0,POINT Z (-122.8218307 38.8084984 -0.05),nc72936431,",nc72936431,",1.12,md,0.0,nc,11,"7km WNW of The Geysers, CA",0.05,19,",nc,",automatic,1512669322520,"M 1.1 - 7km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512679202641,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936431
395,,0.0,37824975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824975&format=geojson,0.1257,0,33.0,POINT Z (-116.4663333 33.1491667 12.38),ci37824975,",ci37824975,",1.67,ml,0.0,ci,54,"15km SW of Borrego Springs, CA",0.17,43,",ci,",reviewed,1512669021440,"M 1.7 - 15km SW of Borrego Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512676565350,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824975
396,,5.8,2000c1p3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c1p3&format=geojson,1.941,1,50.0,POINT Z (16.0763 51.5705 10),us2000c1p3,",us2000c1p3,",4.5,mb,0.0,us,0,"7km N of Polkowice, Poland",1.36,312,",us,",reviewed,1512668570690,"M 4.5 - 7km N of Polkowice, Poland",0,earthquake,",dyfi,geoserve,origin,phase-data,",60,1512684080519,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c1p3
397,,0.0,00614564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614564&format=geojson,0.073,0,166.25,POINT Z (-115.9801 36.8772 7.8),nn00614564,",nn00614564,",0.1,ml,0.0,nn,14,"69km E of Beatty, Nevada",0.1001,0,",nn,",reviewed,1512666803070,"M 0.1 - 69km E of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512672465984,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614564
398,,3.4,72936416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936416&format=geojson,0.05109,10,52.0,POINT Z (-121.2243333 36.618 6.09),nc72936416,",nc72936416,us2000c1mq,",3.21,ml,0.0,nc,70,"12km NW of Pinnacles, CA",0.06,162,",nc,us,",reviewed,1512666029830,"M 3.2 - 12km NW of Pinnacles, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512723277671,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936416
399,,0.0,72936411,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936411&format=geojson,0.0212,0,104.0,POINT Z (-123.4628296 39.7926674 4.98),nc72936411,",nc72936411,",1.8,md,0.0,nc,8,"12km N of Laytonville, CA",0.02,50,",nc,",automatic,1512665819680,"M 1.8 - 12km N of Laytonville, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512675063481,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936411
400,,0.0,37824959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824959&format=geojson,0.06174,0,125.0,POINT Z (-116.1493333 33.7826667 6.43),ci37824959,",ci37824959,",1.87,ml,0.0,ci,39,"9km NE of Indio, CA",0.17,54,",ci,",reviewed,1512664985010,"M 1.9 - 9km NE of Indio, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512666310360,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824959
401,,0.0,37824951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824951&format=geojson,0.09681,0,39.0,POINT Z (-116.0235 33.1883333 9.279999999999999),ci37824951,",ci37824951,",1.57,ml,0.0,ci,32,"11km ENE of Ocotillo Wells, CA",0.16,38,",ci,",reviewed,1512664697100,"M 1.6 - 11km ENE of Ocotillo Wells, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512680448570,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824951
402,,2.0,2000c1ma,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c1ma&format=geojson,0.096,1,83.0,POINT Z (-89.1709 13.7631 177.13),us2000c1ma,",us2000c1ma,",4.4,mb,0.0,us,0,"3km NNW of Soyapango, El Salvador",0.83,298,",us,",reviewed,1512662621060,"M 4.4 - 3km NNW of Soyapango, El Salvador",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1512747379133,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c1ma
403,,0.0,72936386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936386&format=geojson,0.001145,0,139.0,POINT Z (-122.8088303 38.8240013 1.01),nc72936386,",nc72936386,",0.88,md,0.0,nc,8,"7km NW of The Geysers, CA",0.02,12,",nc,",automatic,1512662150060,"M 0.9 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512669483211,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936386
404,,0.0,61999381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61999381&format=geojson,0.0,0,159.0,POINT Z (-155.4095001 19.2061672 33.16),hv61999381,",hv61999381,",1.85,md,0.0,hv,31,"7km E of Pahala, Hawaii",0.14,53,",hv,",automatic,1512662133070,"M 1.9 - 7km E of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1512662319260,https://earthquake.usgs.gov/earthquakes/eventpage/hv61999381
405,,2.2,37824935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824935&format=geojson,0.1258,2,34.0,POINT Z (-116.4691667 33.1498333 10.92),ci37824935,",ci37824935,",1.9,ml,0.0,ci,54,"15km ENE of Julian, CA",0.22,56,",ci,",reviewed,1512661702490,"M 1.9 - 15km ENE of Julian, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512667415881,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824935
406,,0.0,00614621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614621&format=geojson,0.004,0,167.35,POINT Z (-116.1042 36.715 5.5),nn00614621,",nn00614621,",-0.1,ml,0.0,nn,5,"57km N of Pahrump, Nevada",0.0537,0,",nn,",reviewed,1512661158021,"M -0.1 - 57km N of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1512693744563,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614621
407,,0.0,2017341006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017341006&format=geojson,0.3029,0,316.0,POINT Z (-67.39530000000001 18.107 17),pr2017341006,",pr2017341006,",2.28,md,0.0,pr,5,"22km W of Puerto Real, Puerto Rico",0.18,80,",pr,",reviewed,1512660346290,"M 2.3 - 22km W of Puerto Real, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1512674350174,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017341006
408,,0.0,17517276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17517276&format=geojson,0.0,0,0.0,POINT Z (-141.4103 59.9646 3.9),ak17517276,",ak17517276,",2.0,ml,0.0,ak,0,"58km E of Cape Yakataga, Alaska",0.66,62,",ak,",automatic,1512660165795,"M 2.0 - 58km E of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,",-540,1512660303470,https://earthquake.usgs.gov/earthquakes/eventpage/ak17517276
409,,0.0,2000c1lm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c1lm&format=geojson,0.692,0,22.0,POINT Z (102.9565 -5.058 52.44),us2000c1lm,",us2000c1lm,",5.3,mb,0.0,us,0,"89km W of Kuripan, Indonesia",0.94,432,",us,",reviewed,1512659795140,"M 5.3 - 89km W of Kuripan, Indonesia",1,earthquake,",geoserve,origin,phase-data,",420,1512829399040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c1lm
410,,2.7,37824927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824927&format=geojson,0.115,1,78.0,POINT Z (-119.0383333 34.4715 14.16),ci37824927,",ci37824927,",2.26,ml,0.0,ci,34,"13km N of Santa Paula, CA",0.25,79,",ci,",reviewed,1512659009560,"M 2.3 - 13km N of Santa Paula, CA",0,earthquake,",dyfi,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512670234110,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824927
411,,0.0,37173948,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37173948&format=geojson,0.1152,0,101.0,POINT Z (-119.036 34.4746667 9.24),ci37173948,",ci37173948,",1.83,ml,0.0,ci,28,"14km N of Santa Paula, CA",0.28,52,",ci,",reviewed,1512659001440,"M 1.8 - 14km N of Santa Paula, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512670214027,https://earthquake.usgs.gov/earthquakes/eventpage/ci37173948
412,,0.0,2017341005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017341005&format=geojson,1.0502,0,207.0,POINT Z (-68.1163 18.3786 74),pr2017341005,",pr2017341005,",2.52,md,0.0,pr,4,"37km SE of Punta Cana, Dominican Republic",0.21,98,",pr,",reviewed,1512657707690,"M 2.5 - 37km SE of Punta Cana, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-300,1512664814122,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017341005
413,,0.0,72936371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936371&format=geojson,0.3663,0,165.0,POINT Z (-122.2699966 38.6408348 21.7),nc72936371,",nc72936371,",1.79,md,0.0,nc,15,"17km ENE of Angwin, CA",0.31,49,",nc,",automatic,1512656576390,"M 1.8 - 17km ENE of Angwin, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512665165036,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936371
414,,0.0,37824911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824911&format=geojson,0.1277,0,50.0,POINT Z (-116.467 33.1471667 10.97),ci37824911,",ci37824911,",1.31,ml,0.0,ci,42,"15km ENE of Julian, CA",0.2,26,",ci,",reviewed,1512655513150,"M 1.3 - 15km ENE of Julian, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512657474870,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824911
415,,0.0,61333937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61333937&format=geojson,0.02956,0,57.0,POINT Z (-122.0246667 47.7143333 1.04),uw61333937,",uw61333937,",1.52,ml,0.0,uw,25,"3km N of Union Hill-Novelty Hill, Washington",0.2,36,",uw,",reviewed,1512654791530,"M 1.5 - 3km N of Union Hill-Novelty Hill, Washington",0,earthquake,",geoserve,origin,phase-data,",-480,1512683377420,https://earthquake.usgs.gov/earthquakes/eventpage/uw61333937
416,,0.0,37824887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37824887&format=geojson,0.1277,0,64.0,POINT Z (-116.4661667 33.147 10.97),ci37824887,",ci37824887,",1.2,ml,0.0,ci,34,"15km ENE of Julian, CA",0.2,22,",ci,",reviewed,1512654238550,"M 1.2 - 15km ENE of Julian, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512656413790,https://earthquake.usgs.gov/earthquakes/eventpage/ci37824887
417,,0.0,60212251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60212251&format=geojson,0.08522,0,76.0,POINT Z (-84.479 35.5278333 15.05),se60212251,",se60212251,",1.83,md,0.0,se,7,"8km S of Sweetwater, Tennessee",0.08,52,",se,",reviewed,1512654011830,"M 1.8 - 8km S of Sweetwater, Tennessee",0,earthquake,",geoserve,origin,phase-data,",-300,1512654929820,https://earthquake.usgs.gov/earthquakes/eventpage/se60212251
418,,0.0,17517272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17517272&format=geojson,0.0,0,0.0,POINT Z (-153.7452 58.4773 68.59999999999999),ak17517272,",ak17517272,",2.1,ml,0.0,ak,0,"104km NW of Kodiak Station, Alaska",0.12,68,",ak,",automatic,1512653623364,"M 2.1 - 104km NW of Kodiak Station, Alaska",0,earthquake,",geoserve,origin,",-540,1512654064849,https://earthquake.usgs.gov/earthquakes/eventpage/ak17517272
419,,0.0,00614620,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00614620&format=geojson,0.229,0,324.94,POINT Z (-118.553 38.0253 6.8),nn00614620,",nn00614620,",0.7,ml,0.0,nn,5,"55km NE of Mammoth Lakes, California",0.1973,8,",nn,",reviewed,1512653377383,"M 0.7 - 55km NE of Mammoth Lakes, California",0,earthquake,",geoserve,origin,phase-data,",-480,1512700642385,https://earthquake.usgs.gov/earthquakes/eventpage/nn00614620
420,,0.0,72936351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72936351&format=geojson,0.1214,0,257.0,POINT Z (-118.8158333 37.4688333 0.9399999999999999),nc72936351,",nc72936351,",0.8,md,0.0,nc,7,"16km SW of Toms Place, CA",0.05,10,",nc,",reviewed,1512653061400,"M 0.8 - 16km SW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1512668042151,https://earthquake.usgs.gov/earthquakes/eventpage/nc72936351
